Country/Region,Lat,Long,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20
South Australia | Australia ,-34.9285,138.6007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,6,6,6,6,6,8,8,15,18,19,28,28,36,41,49,66,99,133,169,169,234,256,286,298,304,336,366,366,395,406,406,410,410,414,419,427,428,428,428,432,432,432,434,434,434,434,436,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439
Taiwan* ,23.7,121.0,17,17,17,17,17,17,19,21,21,22,23,25,25,27,29,30,31,31,33,38,39,40,41,41,43,44,44,44,44,46,47,48,49,52,58,66,76,99,107,134,152,168,194,214,234,251,266,282,297,305,321,328,338,347,354,362,372,375,378,379,381,384,387,392,392,394,394,394,397,419,421,424,425,426,427,428,428,428,428,428,428,428,431,435,437,437,438,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,440,440,440,440,440,440,440,441,441,441,442,442,442,442,442,442,442,442,442,442,442,442,442,442,444,444,444,445,445,445
Zimbabwe ,-20.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,6,6,6,7,7,8,8,8,8,9,10,10,10,12,13,13,16,16,22,22,23,24,24,24,27,27,27,28,30,30,31,31,31,39,39,33,33,33,33,33,33,33,34,35,35,35,36,36,41,41,43,45,45,47,50,50,55,55,55,55,131,148,148,173,177,202,205,221,236,264,278,281,286,313,319,331,342,355,382,386,390,400,462,478,478
Reunion | France ,-21.1351,55.2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,8,8,11,13,27,44,63,70,93,110,134,144,182,182,223,246,280,307,320,333,343,348,357,357,361,381,387,388,390,390,390,393,401,406,407,407,409,409,411,411,416,416,417,417,419,419,421,422,422,423,423,424,426,425,430,435,435,436,438,439,440,442,442,445,445,446,448,448,451,451,455,458,459,464,469,470,470,472,476,477,478,479,479,479,480,480,485,486,487,488,494,495,494,496,501,503,504
Tanzania ,-6.369,34.8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,11,11,11,11,12,12,13,13,18,18,19,19,19,19,21,23,23,24,24,31,31,31,48,52,87,93,146,146,169,253,253,283,283,298,298,298,298,298,479,479,479,479,479,479,479,479,479,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508
Libya ,26.3351,17.228331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,9,9,10,10,17,17,18,19,20,23,23,23,24,25,34,47,48,48,48,50,50,50,58,59,60,60,60,60,60,60,60,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,64,64,64,67,68,70,71,74,74,74,76,98,104,117,129,155,167,181,195,208,238,255,255,331,358,377,392,408,417,453,466,483,499,509,519,543
Togo ,8.6195,0.8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,15,17,19,22,22,24,24,24,29,33,35,38,39,40,43,57,64,69,72,75,75,75,76,76,80,80,82,83,83,83,85,87,87,89,95,97,97,98,108,115,122,122,123,125,127,127,134,144,152,173,180,198,218,237,262,297,300,329,337,339,353,362,372,380,385,390,394,421,427,432,441,442,444,451,464,484,486,494,496,500,521,523,524,529,529,530,536,543,546,554,560
Channel Islands | United Kingdom ,49.3723,-2.3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,5,5,5,10,13,31,31,35,35,45,65,87,96,107,140,140,171,192,231,261,308,322,334,350,360,397,406,430,435,439,446,456,469,483,487,487,495,497,520,522,524,524,524,529,536,536,537,542,543,543,544,544,544,544,544,544,545,546,547,548,548,553,553,554,554,557,557,557,557,557,558,558,559,559,559,559,559,559,559,560,560,560,562,562,563,564,564,564,564,564,564,567,567,569,569,569,569
Chongqing | China ,30.0572,107.874,485,504,517,528,536,543,550,552,554,559,566,571,572,574,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,576,577,577,577,577,577,577,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,579,581,581,581,581,581,581,581
Sichuan | China ,30.6171,102.7103,404,416,435,450,462,469,480,494,507,513,519,524,525,525,526,528,530,533,537,537,537,537,537,537,538,538,538,538,538,538,538,538,538,538,538,538,539,539,539,540,541,542,542,544,546,546,547,547,549,549,549,551,553,554,556,557,558,559,559,559,559,559,559,559,559,559,559,559,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,562,562,563,563,563,563,563,563,563,574,576,576,576,577,577,577,580,581,581,581,581,582,582,586,587,588,588,588,588,588
Liberia ,6.4281,-9.4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,5,6,9,12,13,13,30,30,36,47,49,58,58,58,58,75,75,90,98,100,100,100,116,119,123,123,140,140,140,151,153,157,165,169,177,188,198,198,198,210,210,212,214,218,222,225,228,232,237,239,248,254,264,264,265,265,268,272,279,287,295,310,315,320,333,344,358,369,382,396,409,420,445,457,497,508,515,541,580,600
Western Australia | Australia ,-31.9505,115.8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,5,8,8,13,16,16,27,30,34,51,63,89,119,139,174,174,230,230,277,310,354,363,391,399,399,435,452,459,459,480,494,505,513,513,516,526,526,531,540,543,544,544,545,545,545,547,548,548,548,549,550,550,550,550,550,550,550,550,551,551,551,551,552,552,551,551,551,552,553,556,556,556,556,556,559,559,563,569,569,576,584,585,588,590,591,591,591,595,598,598,598,598,600,601,601,601,601,601,601,602,602,603,604
Malawi ,-13.254307999999998,34.301525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,7,7,7,8,11,12,15,15,15,15,16,16,16,16,17,22,32,32,32,33,35,35,35,36,36,37,38,40,40,42,42,42,55,55,56,56,62,62,62,64,69,69,69,70,71,81,81,82,100,100,100,202,272,278,283,335,357,368,392,408,408,437,442,454,454,480,480,528,546,554,563,571,591,619,619
Eswatini ,-26.5225,31.4659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,8,8,8,8,8,8,8,8,8,8,9,9,11,11,11,11,13,14,14,14,15,15,21,21,23,30,30,30,35,55,58,64,70,90,99,105,107,111,115,118,122,152,158,162,171,174,183,186,186,189,201,202,204,207,216,219,224,237,249,255,260,271,278,278,282,284,292,293,294,299,304,321,332,339,370,397,448,471,485,489,505,519,562,585,622,626
Benin ,9.3077,2.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,5,5,5,5,5,5,5,8,12,12,15,15,21,25,25,25,25,34,34,34,34,34,34,34,34,34,34,53,53,53,53,53,53,63,63,63,63,63,89,89,89,95,95,95,139,241,283,318,318,326,326,338,338,338,338,338,129,129,134,134,134,190,190,207,209,209,223,223,231,242,243,243,260,260,260,260,287,304,304,304,387,411,441,482,531,571,596,649,649
Jiangsu | China ,32.9711,119.455,491,514,542,569,592,603,616,625,628,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,632,632,635,637,639,640,640,643,644,645,645,646,650,650,650,650,650,650,650,650,651,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652
Jamaica ,18.1096,-77.2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,9,9,11,12,14,15,15,18,18,20,25,25,25,29,31,35,35,43,46,46,52,57,57,62,62,62,62,64,68,72,72,124,142,142,162,172,222,222,232,256,287,304,349,363,363,395,421,431,462,468,470,472,477,487,489,489,501,504,506,508,508,510,516,519,519,519,528,533,543,549,551,555,563,568,568,574,580,585,587,589,590,590,594,595,597,598,604,604,610,613,614,616,620,620,625,637,651,656
Malta ,35.9375,14.3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,5,5,11,17,20,29,37,37,52,63,72,89,106,109,128,133,138,148,150,155,168,187,195,201,212,226,240,292,298,336,349,369,377,383,392,398,411,421,425,426,430,442,443,444,446,447,447,449,457,462,464,466,467,476,479,481,483,485,488,489,495,502,505,507,521,531,545,552,557,568,583,598,599,608,609,610,610,611,615,615,617,617,618,619,621,621,624,626,628,629,631,634,639,644,645,648,649,655,661,662,662,663
Mozambique ,-18.665695,35.529562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,7,7,7,7,9,9,9,9,9,9,9,16,16,19,19,20,20,27,28,30,33,34,38,38,38,40,45,64,69,75,75,75,75,75,78,78,79,79,80,80,80,81,86,90,102,103,103,114,118,128,136,144,145,155,161,163,167,193,208,212,226,232,233,243,253,253,306,315,351,353,408,423,432,452,471,488,508,552,582,608,637,650,661,667,687
San Marino ,43.9424,12.4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,20,20,22,35,35,50,61,68,79,79,100,108,108,118,118,143,143,174,186,186,207,207,222,223,223,229,235,235,244,244,258,265,265,278,278,332,343,355,355,355,370,371,425,434,454,460,461,475,487,500,512,512,537,537,552,562,568,579,579,581,581,588,607,621,622,636,627,627,637,642,647,651,652,653,653,654,655,657,660,664,664,665,665,666,669,670,670,670,670,671,673,677,679,679,679,686,687,690,690,693,693,693,693,693,695,695,695,695
Shanghai | China ,31.201999999999998,121.4491,298,302,310,314,317,325,327,332,332,332,333,333,334,334,334,335,336,336,336,336,336,336,337,337,338,341,341,341,341,343,343,343,345,352,352,354,357,360,362,370,379,403,403,413,432,450,467,484,491,497,508,515,521,525,528,530,535,537,542,551,554,554,606,617,617,621,627,627,627,634,637,637,638,640,640,641,641,643,644,646,651,651,651,654,655,655,656,656,656,658,658,658,659,659,659,664,664,665,665,665,665,665,666,667,667,668,669,670,670,671,671,671,672,672,672,676,676,676,677,677,677,683,688,689,690,691,694,694,696,696,696,697
Sao Tome and Principe ,0.18636,6.613081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,13,15,15,15,22,173,173,186,207,207,207,207,207,219,234,234,234,234,245,250,250,250,250,250,250,298,440,442,457,462,478,482,483,483,483,484,498,498,512,512,513,610,631,638,658,660,661,670,682,687,692,697
Rwanda ,-1.9403,29.8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,7,16,16,18,35,39,40,49,53,59,69,69,74,81,83,88,101,103,104,104,109,109,117,119,125,126,133,135,137,142,143,146,146,149,152,153,175,182,190,206,211,224,242,248,254,258,260,260,267,270,272,279,283,284,285,286,286,286,288,291,296,307,313,319,320,324,326,335,338,345,348,354,358,369,376,383,396,409,419,430,438,450,462,475,493,509,540,581,611,635,638,645,660,701
Diamond Princess ,0.0,0.0,134,134,174,174,217,284,354,453,541,620,633,633,633,690,690,690,704,704,704,704,704,704,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711
Saskatchewan | Canada ,52.9399,-106.4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,6,7,15,19,25,51,65,71,71,94,94,133,155,155,183,192,205,219,219,248,248,259,259,270,284,288,297,299,299,303,304,306,312,314,315,319,325,330,340,348,352,364,365,382,388,414,420,432,466,486,511,530,543,552,563,567,572,576,581,589,590,591,591,598,619,621,626,629,631,633,633,636,638,640,644,645,645,645,646,647,648,649,649,653,655,657,659,662,663,664,682,683,692,707,715,725
Uganda ,1.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,13,22,29,32,32,43,43,44,47,47,51,51,51,52,52,52,52,53,53,54,54,54,55,54,54,55,60,62,73,74,74,78,78,78,80,82,84,87,88,96,97,99,100,100,115,120,120,128,138,159,202,226,226,247,259,263,159,174,197,197,221,252,280,316,328,412,416,456,488,506,521,556,592,615,645,656,664,678,685,693,695,704,723,731,740,754,762
West Bank and Gaza ,31.9522,35.2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,15,18,25,29,29,30,34,37,37,38,40,43,46,47,51,58,58,58,83,90,97,108,115,118,133,160,193,216,236,253,260,262,262,266,267,270,272,283,290,293,306,312,318,328,328,334,335,339,341,341,341,342,343,343,352,352,352,361,370,373,374,374,374,374,374,374,374,374,374,375,380,387,390,397,422,422,422,422,422,428,433,445,445,446,447,448,450,456,463,463,463,471,472,480,484,486,488,488,491,504,513,554,599,674,783
Shandong | China ,36.3427,118.1498,465,486,496,508,522,531,536,540,542,543,545,748,749,753,754,755,755,755,755,755,757,757,757,757,757,757,757,757,757,757,759,759,759,759,759,759,760,760,760,761,763,766,767,767,768,770,771,771,771,772,773,773,774,777,777,778,779,780,782,782,782,783,783,783,783,783,783,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,789,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791
Beijing | China ,40.1824,116.4142,336,341,351,365,371,374,379,380,386,392,394,395,398,398,398,399,399,409,409,410,412,413,413,417,417,421,425,427,427,428,434,434,435,436,441,451,455,468,479,490,503,521,536,557,560,565,568,572,576,576,579,579,581,583,584,585,586,586,587,587,587,588,588,588,588,589,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,593,593,593,593,593,593,593,593,594,600,636,672,699,730,751,776,776,820
Andorra ,42.5063,1.5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,38,52,74,87,112,132,163,187,223,266,307,333,369,375,389,427,438,465,500,524,544,563,582,600,600,637,645,658,672,672,695,703,712,716,716,722,722,730,737,737,742,742,742,744,744,746,747,749,750,750,751,751,753,754,754,757,759,760,760,760,760,760,760,761,761,761,761,761,762,762,762,762,763,763,763,764,843,850,851,851,851,851,851,851,851,851,852,852,852,852,853,853,854,854,854
Chad ,15.4542,18.7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,6,6,7,7,8,8,8,9,9,10,10,10,17,22,22,22,26,26,32,32,32,32,32,32,39,45,45,45,51,51,72,72,116,116,116,169,169,252,259,321,321,321,356,371,398,427,473,502,518,544,564,587,610,647,674,686,699,714,725,758,758,777,789,802,819,827,835,835,836,838,843,845,847,847,847,849,849,852,853,853,857,857
Uruguay ,-32.5228,-55.7658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,28,49,78,93,109,134,157,161,188,216,237,273,302,308,319,337,349,368,385,399,405,414,423,455,472,493,500,479,482,491,492,501,507,516,527,534,542,548,556,562,595,605,619,624,629,642,647,651,654,656,669,672,683,693,701,706,710,716,718,723,731,732,733,736,737,745,748,752,763,768,786,788,802,810,815,820,822,824,825,827,831,833,844,844,844,845,846,846,846,846,847,847,848,848,849,852,858
Cabo Verde ,16.5388,-23.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,9,10,55,55,55,57,60,66,67,72,81,87,89,105,108,113,113,120,121,151,164,174,185,190,217,229,235,245,259,266,288,314,325,327,327,327,334,348,355,361,370,379,389,389,389,389,404,420,434,457,465,476,501,535,541,553,566,584,614,656,696,725,749,759,780,791,822,847,862
Congo (Brazzaville) ,-4.0383,21.7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,18,18,18,18,21,21,21,44,44,44,44,59,59,59,59,59,59,116,116,142,142,142,159,164,185,185,199,199,199,199,206,206,219,228,228,228,235,235,263,263,273,273,273,332,332,332,390,390,390,390,411,419,419,468,468,486,486,486,486,570,570,570,570,610,610,610,610,610,634,682,682,682,727,727,727,727,727,727,882,882,882,882,882,882
Georgia ,42.3154,43.3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,12,14,14,23,23,24,29,32,32,33,37,39,42,48,53,60,69,74,78,82,89,90,102,109,116,133,154,161,173,187,195,210,217,233,241,256,271,299,305,347,369,387,393,401,407,415,424,443,455,485,496,510,516,538,565,581,588,592,603,609,614,622,625,634,637,641,646,666,670,682,694,700,706,712,720,722,727,729,730,731,734,737,745,756,782,793,795,799,800,804,807,808,811,817,826,830,842,850,863,878,878,887,892,895,897
Burkina Faso ,12.2383,-1.5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,14,14,19,32,39,63,74,98,113,145,151,179,206,221,245,260,281,287,301,317,344,363,383,413,442,442,483,496,496,527,541,545,556,564,575,580,599,608,615,628,628,631,634,637,640,644,648,651,661,671,687,728,735,743,747,750,759,765,772,772,779,781,795,795,795,808,811,813,813,813,831,831,844,846,846,846,846,846,880,883,884,887,887,888,889,890,890,891,891,891,893,893,894,898,898,899,900
Yemen ,15.552726999999999,48.516388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,9,9,11,21,24,24,33,33,50,55,64,69,84,105,121,127,129,166,183,196,208,211,221,232,248,255,277,282,309,322,353,398,418,452,468,481,483,495,523,559,590,631,704,727,843,884,901,908,918,921
Jiangxi | China ,27.614,115.7221,770,803,843,871,899,912,924,929,932,933,933,933,933,933,933,933,933,933,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,934,935,935,935,935,935,935,935,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931
Heilongjiang | China ,47.861999999999995,127.7615,330,359,377,394,418,424,444,456,463,469,475,478,478,479,479,479,479,479,479,479,479,479,479,479,480,480,480,480,480,480,481,481,481,481,481,481,481,481,482,483,483,483,483,483,483,483,483,483,483,483,483,483,487,488,490,503,523,543,568,608,637,660,683,739,818,840,860,871,891,897,904,912,920,927,929,934,935,938,938,938,943,943,943,943,943,943,943,943,943,943,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946,946
Cyprus ,35.1264,33.4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,13,25,25,32,45,48,66,66,83,94,115,123,131,145,161,178,213,229,261,319,355,395,425,445,464,493,525,563,594,615,632,661,694,714,734,749,760,766,771,783,789,794,803,809,816,821,836,842,849,856,863,871,873,877,882,888,890,891,897,900,902,904,906,909,913,915,916,917,921,922,926,926,934,936,938,938,940,941,943,943,948,951,957,957,959,959,963,969,971,973,974,979,979,982,984,984,984,984,984,984
Anhui | China ,31.8257,117.2264,829,859,888,909,933,949,961,972,981,985,986,987,988,988,988,988,988,988,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990
Jordan ,31.24,36.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,33,51,68,84,84,111,126,153,171,211,234,245,258,267,273,277,298,309,322,344,348,352,357,371,371,380,388,390,396,400,401,406,412,416,424,427,434,436,440,443,446,448,448,450,452,458,459,460,464,470,472,493,507,521,539,561,575,581,585,595,606,612,628,648,671,683,699,703,707,710,717,719,727,729,733,738,745,754,756,764,783,794,807,830,844,862,889,914,952,960,978,980,986,1000,1007,1014
Hunan | China ,27.6104,111.7088,878,911,945,967,987,1000,1003,1005,1006,1007,1009,1010,1012,1015,1015,1015,1015,1016,1016,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018
Niger ,17.6078,8.0817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,9,9,9,17,26,26,73,97,119,143,183,252,277,341,409,437,490,528,528,569,583,583,626,638,647,647,656,661,670,680,683,695,700,708,712,718,727,735,749,754,762,769,780,794,814,820,831,853,859,875,884,888,903,908,913,919,923,936,942,944,950,951,951,954,954,955,957,957,959,960,962,965,969,972,972,973,973,973,977,979,979,979,1015,1019,1019,1019,1034
Nova Scotia | Canada ,44.681999999999995,-63.7443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,13,14,20,27,40,50,67,72,89,109,121,126,146,172,192,206,235,261,292,309,309,341,406,427,444,473,516,548,578,605,648,674,720,736,771,826,849,864,872,899,914,934,946,958,962,970,984,990,997,1006,1007,1010,1017,1018,1019,1023,1025,1033,1036,1039,1042,1043,1044,1045,1047,1048,1049,1050,1051,1052,1054,1054,1055,1055,1056,1056,1057,1057,1057,1057,1058,1058,1059,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060
